feature_name,original_value,encoded_value
locality,Beleghata Main Road,458
locality,Bhadreswar,481
locality,Bally,358
locality,Rodkol Road,2956
locality,Shyamnagar Road,3421
locality,Kasba Siemens,1673
locality,R B Connector,2812
locality,Jessore Road,1470
locality,Ichapur,1346
locality,Durganagar,955
locality,Paikpara,2602
locality,GARIA STATION ROAD,1041
locality,Basuri Bagan,428
locality,College Square,782
locality,Anandapuri,181
locality,salt lake sec iii,4122
locality,Sector V,3260
locality,Metropolitan CoOperative Housing Society Limited Tangra,2214
locality,Khalisha Kota,1724
locality,Baruipur,417
locality,North Dumdum,2538
locality,Nawapara,2436
locality,Bondal Gate,583
locality,Bikramgarh,540
locality,Rajbari,2868
locality,Jorabagan,1493
locality,Parui Mauza,2662
locality,Gauranganagar,1083
locality,VIP Haldiram,3744
locality,Narayanpur,2403
locality,Chandannagar,668
locality,Jodhpur Gardens,1483
locality,Katju Nagar,1685
locality,Poddar Nagar,2732
locality,Nazirabad,2441
locality,Kumarkhali,1888
locality,Bediadanga,437
locality,Buroshibtala,622
locality,Kudgat,1876
locality,Park Side Road,2656
locality,Residential Flat Haridevpur,2944
locality,Nimta,2528
locality,Purba Sinthee Bye Lane,2796
locality,Metiabruz,2212
locality,Hedua,1273
locality,Raja Bazar,2855
locality,Action Area II,66
locality,City Centre 1,774
locality,Nazrul Islam Avenue,2442
locality,Rajarhat Gopalpur,2865
locality,Dash Drone,833
locality,Action Area 1B,63
locality,Airport road,102
locality,Kolkata Airport Road,1797
locality,VIP Road,3747
locality,Ruby Hosp Main Road,2966
locality,Halisahar Station Road,1235
locality,Hanapara,1239
locality,Action Area 1A,62
locality,Raja Basanta Roy Road,2854
locality,Haridebpur,1254
locality,Kudghat Bridge,1877
locality,Halisahar,1234
locality,Bandel,376
locality,Baidyabati,331
locality,Titagarh,3677
locality,Bipin Pal Road,545
locality,Bangur,390
locality,Jadubabur Bazar,1400
locality,Tikiapara,3658
locality,Garden Reach,1073
locality,Duillya,946
locality,Sukanta Nagar Sector IV,3529
locality,Balia Garia Road,352
locality,Digberia,906
locality,Diamond Park,903
locality,Balitikuri,353
locality,Manikpur Rajbari,2122
locality,City Center,773
locality,Shyambazar,3419
locality,Ballygunge Place East,362
locality,Metropolitan,2213
locality,Narkel Bagan New Town,2411
locality,Andul Mauri,195
locality,Chunavati,771
locality,Sector 5 Road,3230
locality,Rabindra Sarovar,2833
locality,Ekdalia,993
locality,Swiss Park,3560
locality,Indian Institute Of Engineering Science And Technology,1356
locality,Phoolbagan Crossing,2710
locality,Bedia Danga Kasba,436
locality,Akra,107
locality,Belgachia,459
locality,Milk Colony,2228
locality,Pailan,2603
locality,Kadam Tala,1539
locality,Mudialy Road,2275
locality,Rabindra Sarova Metro,2832
locality,Pallisree,2621
locality,Beniapukur,471
locality,Mahamayatala,2042
locality,purbalok,4114
locality,Ajay Nagar,103
locality,Barabazar Market,410
locality,Lal Bazar,1935
locality,Sahid Nagar Road,3013
locality,Bidhan Pally,535
locality,Prince Anwar Shah Road Tollygunge,2773
locality,Purbachal Road,2797
locality,Baishnabghata Patuli Township,334
locality,Babu Bagan,305
locality,Sukanta Nagar,3528
locality,Banamalipur,365
locality,Chetla,706
locality,Park Street,2657
locality,Ritchie Road,2951
locality,Mayfair Road,2187
locality,Ballygunge Circular Rd,360
locality,Sarat Bose Road,3091
locality,Gurusaday Road,1210
locality,Iron Side Road,1368
locality,Ballygunge Park,361
locality,Hastings,1263
locality,Shyam Bazar,3417
locality,Mahisbathan Road,2063
locality,Patipukur,2679
locality,Mohisbathan,2253
locality,Harinavi,1255
locality,Mauza Panchpota,2184
locality,New Town Rajarhat,2515
locality,Kanchrapara Loco,1621
locality,Tiljala Road,3667
locality,Mandirtala,2108
locality,Ponmar,2734
locality,Narayantala West,2404
locality,Belur,468
locality,Newtown Action Area 1A,2517
locality,Action Area IIB New Town,67
locality,Bablatala Kalipark,304
locality,Makardah,2074
locality,Bangur Block C,391
locality,Syed Amir Ali Avenue,3562
locality,Basak Bagan,419
locality,Beliaghata Main Road,463
locality,Rashbehari,2922
locality,Chkravarti Para,757
locality,Eastend Park Kalikapur,985
locality,Sector 1 Salt Lake City,3140
locality,Sector II Salt Lake,3256
locality,Bagbazar,322
locality,Bangur Park,392
locality,Tala,3574
locality,FC Block Sector III,1022
locality,Sector III,3257
locality,Kankurgachi Main Road,1635
locality,Mominpore,2256
locality,Nepalgange,2471
locality,Hazra,1270
locality,Bondel Road,584
locality,Khardah,1737
locality,Taltala,3584
locality,Jorasanko,1494
locality,Bhojerhat,520
locality,Russa Road South,2968
locality,Howrah Maidan,1315
locality,Aurobindo Park,253
locality,Chinar park Rajharhat,737
locality,Panchpota,2633
locality,Rajarhat Chowmatha,2864
locality,Hooghly Chinsurah,1304
locality,Nabapally,2332
locality,muchipara,4098
locality,Dakshindari,821
locality,Reckjoani Hospital Road,2934
locality,Natagarh,2419
locality,Airport Area,100
locality,Jagacha,1403
locality,Middleton street,2223
locality,Palta,2623
locality,Uttar Panchanna Gram,3738
locality,Srirampur,3504
locality,Lansdown,1940
locality,Chitpur,754
locality,Rasapunja,2919
locality,Anandapally,179
locality,Action Area III Of New Town Rajarhat,68
locality,Thakurpukur Bazar,3615
locality,Rajarhat main road,2866
locality,Paschim Barisha,2667
locality,Beliaghata Baruipur Canning Road,462
locality,Bansdroni Metro Station Road,402
locality,Mali Panchghara,2084
locality,Jaffarpur Panchanantala,1401
locality,Tribeni,3691
locality,Dharampur,892
locality,Chotto Chandpur,767
locality,Thakurpukur 3A Bus Stand,3614
locality,Banerjee Para Road,387
locality,Andheri West,191
locality,Andheri East,187
locality,Mira Road East,2235
locality,Goregaon East,1146
locality,Ville Parle West,3882
locality,Koper Khairane,1828
locality,Malad West,2077
locality,Borivali West,597
locality,Malad East,2076
locality,Juhu,1501
locality,Kalyan West,1589
locality,Dahisar,816
locality,Thane West,3623
locality,Powai,2745
locality,Lower Parel,1973
locality,Chembur,697
locality,Rabale,2830
locality,Dombivali East,931
locality,Goregaon West,1147
locality,Ulwe,3712
locality,Airoli,96
locality,Ghansoli,1094
locality,Bhandup East,490
locality,Panvel,2647
locality,Parel,2652
locality,Santacruz East,3073
locality,Agripada,93
locality,Bhandup West,492
locality,Vikhroli,3872
locality,Vasai West,3788
locality,Belapur,453
locality,Kalwa,1581
locality,Ghatkopar East,1099
locality,Mulund West,2291
locality,Jogeshwari East,1486
locality,Kandivali West,1625
locality,kasaradavali thane west,4074
locality,Mahim,2057
locality,Karanjade,1649
locality,Mulund East,2289
locality,Bandra West,380
locality,Dahisar Navi mumbai,818
locality,Seawoods,3135
locality,Naigaon East,2357
locality,Ghatkopar West,1100
locality,Bandra East,378
locality,Worli,3981
locality,Mira Road West,2236
locality,Karal,1646
locality,Dahisar West,819
locality,Kurla,1900
locality,Nerul,2480
locality,Sarsole,3107
locality,Thakurli,3612
locality,lokgram,4088
locality,Ville Parle East,3881
locality,Kanjurmarg,1630
locality,Dadar East,812
locality,Greater Khanda,1166
locality,Virar West,3897
locality,Virar,3895
locality,Marine Lines,2158
locality,vile parle west,4140
locality,Khar West,1734
locality,Kharodi,1740
locality,Mahalaxmi,2038
locality,Prabhadevi,2750
locality,Sion,3442
locality,Mazagaon,2194
locality,Jogeshwari West,1488
locality,Dadar West,813
locality,Thane East,3622
locality,Taloja,3581
locality,Kamothe,1609
locality,Kharghar,1738
locality,Girgaon,1118
locality,Ambernath West,147
locality,Byculla,625
locality,Dombivali,930
locality,Nilje Gaon,2525
locality,Bhayandar West,512
locality,Boisar,572
locality,Colaba,779
locality,Sanpada,3069
locality,Vashi,3800
locality,Dahisar East,817
locality,Wadala,3928
locality,Khar,1731
locality,Neral,2472
locality,Santacruz West,3074
locality,Taloje,3583
locality,Kandivali East,1624
locality,Palava,2609
locality,Kalu Nagar,1579
locality,Dombivli (West),932
locality,Kumbharkhan Pada,1890
locality,Kalamboli,1556
locality,Borivali East,596
locality,Deonar,861
locality,matunga east,4096
locality,Bandra Kurla Complex,379
locality,Nala Sopara,2362
locality,Vasai,3786
locality,Vasai east,3789
locality,Kanjurmarg East,1631
locality,Usarghar Gaon,3729
locality,Kalyan East,1584
locality,Shivaji Park,3397
locality,Mazgaon,2195
locality,Cuffe Parade,791
locality,Kurla West,1902
locality,Wadala East,3929
locality,Malabar Hill,2075
locality,Mankhurd,2136
locality,Matunga,2183
locality,Sector 20 Ulwe,3185
locality,Mumbai Central,2294
locality,Tardeo,3590
locality,Kamathipura,1601
locality,Pali Hill,2615
locality,Sector 19 Kamothe,3176
locality,MATUNGA WEST,1978
locality,Sector 23 Ulwe,3200
locality,Govandi,1152
locality,Vikroli East,3878
locality,Nariman Point,2410
locality,Cumballa Hill,792
locality,Churchgate,772
locality,Napeansea Road,2386
locality,mumbai,4099
locality,Khar East,1733
locality,Fort,1029
locality,Gamdevi,1056
locality,Sector 20 Kamothe,3183
locality,Vichumbe,3847
locality,Antarli,215
locality,Hariyali,1256
locality,Chandivali,671
locality,Chinchpokli,739
locality,Shil Phata,3382
locality,Pestom Sagar Colony,2704
locality,Kurla East,1901
locality,Sector 17 Vashi,3170
locality,Hiranandani Estates,1296
locality,Daighar Gaon,820
locality,Santosh Nagar,3081
locality,VidyaVihar,3849
locality,Sector 15 Kopar Khairane,3159
locality,Virar East,3896
locality,Dronagiri,944
locality,Juhu Scheme,1503
locality,Mahape,2043
locality,Chedda Nagar,691
locality,Sewri,3324
locality,Beturkar Pada,478
locality,Rasayani,2920
locality,Sector 16 A,3163
locality,Ghodbander,1108
locality,Mumbra,2298
locality,Shilgaon,3384
locality,Vangani,3774
locality,kanjurmarg west,4072
locality,Sahkar Nagar,3014
locality,Titwala,3678
locality,Khar Danda,1732
locality,Anushakti Nagar,217
locality,Sector 22 Kamothe,3195
locality,Badlapur West,316
locality,Karjat,1655
locality,Sector 30 Kharghar,3214
locality,Desale Pada,865
locality,Owale,2582
locality,Bhiwandi,515
locality,Sector 19 Ulwe,3179
locality,Sector 17 Ulwe,3169
locality,Bhayandar East,511
locality,Kalbadevi,1558
locality,Mira Road,2234
locality,Badlapur East,315
locality,Sector-9 Ulwe,3278
locality,New Balaji Nagar,2487
locality,Sector 21 Kamothe,3188
locality,Sector-19 Airoli,3270
locality,Uttan,3737
locality,LBS Marg,1915
locality,Ambernath East,146
locality,Ambarnath,135
locality,Suvarna Krida,3555
locality,Additional M.I.D.C,78
locality,Umerkhadi,3715
locality,Grant Road,1162
locality,Ambivali,149
locality,Murarbaug,2312
locality,Vikhroli West,3873
locality,pakhadi,4109
locality,Nalasopara West,2365
locality,Saphale,3085
locality,Nalasopara East,2364
locality,hiranandani meadows,4054
locality,hanuman nagar off akurli road near western express highway kandivali west,4050
locality,kavesar,4076
locality,Bhoirwadi,518
locality,Thane west,3625
locality,"Majiwada,Thane west",2071
locality,panvel,4110
locality,hiranandani estate,4053
locality,G B Road,1040
locality,Western Express Highway Santacruz East,3972
locality,KOPERKHAIRANE,1523
locality,Sector9 Ghansoli,3300
locality,Kopargaon,1826
locality,Kopar Khairane Sector 19A,1825
locality,Koproli,1830
locality,Sector 5 Ghansoli,3228
locality,Sector 21 Ghansoli,3187
locality,dombivli west,4035
locality,Marine Drive,2157
locality,Swapna Nagari Mulund West,3556
locality,Andheri,186
locality,Sector15 Ghansoli,3283
locality,St Andrew Rd,3507
locality,Chunabhatti East,770
locality,Byculla East,626
locality,byculla west,4026
locality,Prabhadevi mumbai,2751
locality,lower parel west,4089
locality,worli sea Fase,4144
locality,Kasar vadavali,1667
locality,L I C Colony,1912
locality,Yari Road,3988
locality,Veera Desai Road,3815
locality,versova,4135
locality,DNNagar,806
locality,juhu versova link road,4063
locality,Jp road,1496
locality,Sher E Punjab Colony,3374
locality,Old Nagardas Road,2561
locality,Sher E Punjab Society,3375
locality,Lokhandwala Circle,1963
locality,Chembur West,700
locality,Sector5 Kopar Khairane,3296
locality,Koparkhairane Station Road,1827
locality,Sector20 Koparkhairane,3289
locality,Sector2A Kopar Khairane,3290
locality,Sector3 Ghansoli,3291
locality,Marol Millitary Road,2162
locality,Off Carter Road,2547
locality,Rizvi Complex,2952
locality,Thakur complex,3611
locality,Samtanagar Thakur Village,3052
locality,Saravali Village,3092
locality,Milan Subway,2225
locality,Bandstand,381
locality,Vashi Kopar Khairane Road,3801
locality,Lokhandwala Township Kandivali East,1965
locality,Sector 11 Koparkhairane,3148
locality,Chembur East,698
locality,Nagpada,2355
locality,Vile Parle East,3880
locality,juhu tara,4062
locality,Jaywant Sawant Road,1466
locality,Thakur Village Road,3610
locality,Marol andheri east,2164
locality,Chakala MIDC,653
locality,Reclamation,2935
locality,Marol Andheri east mumbai,2161
locality,Nargis Dutt Road,2408
locality,Sector6 Airoli,3297
locality,nallasopara W,4103
locality,Ghansoli Gaon,1095
locality,Bhawani Nagar Society,508
locality,thakur village kandivali east,4132
locality,Versova,3842
locality,Casa Bella Gold,645
locality,vile parle east,4139
locality,nahar amrit shakti Chandivali,4102
locality,10 Sector Number 6 Road,2
locality,Peddar Road,2690
locality,Rizvi Complex Chuim,2953
locality,Almeida Park,124
locality,10 Sector Number 3 Road,1
locality,11 Sector Number 6 Road,4
locality,6 Sector Number 3 Road,33
locality,Altamount Road,125
locality,Navpada Vile Parle East,2431
locality,Jankalyan Malad West,1445
locality,Sector-16 Ulwe,3266
locality,JB Nagar Tarun Bharat,1385
locality,Sector8A Airoli,3299
locality,karanjade panvel,4073
locality,Lokhandwala complex,1967
locality,Malpa Dongri,2094
locality,Jijamata Colony,1476
locality,Kalyan,1583
locality,Juhu Tara Rd,1504
locality,Near Check Naka,2444
locality,kandivali west charkop sector 5,4071
locality,Western Express Highway Kandivali East,3970
locality,South Avenue,3474
locality,14 Road,5
locality,7 Bunglow,36
locality,Carter Road,644
locality,Boisar West,573
locality,Parel Village,2653
locality,Saki Naka,3031
locality,Goregaon,1145
locality,Sector 2 Ulwe,3182
locality,Mulund,2287
locality,7 Sector Number 3 Road,37
locality,Deonar Road,862
locality,14TH ROAD,6
locality,Worli Hill Road,3982
locality,Mount Marry,2271
locality,J u h u Versova Link Road,1382
locality,Sector 36 Kamothe,3218
locality,Hill Road,1289
locality,Seven Bunglow,3320
locality,Four Bungalows,1030
locality,Thakur Village,3609
locality,St Paul Rd,3510
locality,St Domnic Rd,3508
locality,Samata Nagar Thakur Village,3045
locality,Elphinstone Road,1010
locality,Sector4 Kopar Khairane,3295
locality,Sector14 Koparkhairane,3281
locality,Sector6 Kopar Khairane,3298
locality,5 Sector Number 6 Road,28
locality,Waghbil,3934
locality,Pali Danda Road,2614
locality,Breach Candy,608
locality,Saki Vihar Road,3033
locality,Andheri East Takshila Colony,188
locality,Marol Vijay Nagar,2163
locality,Marol,2160
locality,khadakpada,4078
locality,Bandstand Road,382
locality,Mulund East Gavanpada,2290
locality,90 Feet Road,43
locality,asha nagar thakur complex kandivali east,4018
locality,Dattani Park Thakur Village,837
locality,Sector16 Koparkhairane,3284
locality,Western Express Highway Goregaon East,3969
locality,Mindspace,2230
locality,Dhobhi Ali Charai,899
locality,Lokhandwala Township,1964
locality,Borivali West Old MHB Colony,599
locality,gokuldham,4046
locality,Lokhandwala Twp,1966
locality,Thane diva,3624
locality,Naigaon West,2358
locality,Sector 12 Kharghar,3152
locality,Shimpoli,3387
locality,Tilak Nagar Mumbai,3662
locality,Vishnu Nagar,3908
locality,Anjurdive,202
locality,Century Bazaar,649
locality,Sai Section,3018
locality,Diva Gaon,914
locality,vakola santacuz e,4133
locality,Vishveshwar Nagar,3910
locality,Orlem Lourdes Colony,2577
locality,Anand Nagar Thane West,174
locality,Kemps Corner,1710
locality,Manpada,2140
locality,Haranwali,1249
locality,Collectors Colony Chembur,781
locality,8 Sector Number 3 Road,40
locality,Worli South Mumbai,3983
locality,juhu lane,4061
locality,Shastri Nagar Road Number 2,3364
locality,Nahur East,2356
locality,Carmicheal Road,643
locality,Mirashi Nagar Kanjurmarg East,2237
locality,Asalpha,232
locality,Vitthalwadi,3918
locality,Sector 11 Kharghar,3147
locality,Ekta Nagar,998
locality,Sector17 Kopar Khairane,3285
locality,Airoli Gaothan,97
locality,Kakartale,1555
locality,Sabe Gaon,2991
locality,Jankalyan Nagar,1446
locality,Chincholi Bunder,738
locality,Kolshet Road Thane West,1800
locality,Kandivali West Charkop,1626
locality,Gulmohar Road,1190
locality,Gauripada,1084
locality,Kapurbawadi,1645
locality,Bhoiwada Kalyan,519
locality,Mahim West,2058
locality,Manish Nagar Four Bungalows,2129
locality,23 Sector Number 3 Road,15
locality,Walkeshwar,3943
locality,Ghodbunder thane west,1110
locality,New Prabhadevi Marg,2506
locality,Sayani Road,3131
locality,Forjett Hill Road,1028
locality,Dharamveer Nagar,893
locality,Sindhi Society Chembur,3433
locality,Four Bunglows,1031
locality,Thane,3621
locality,jvpd scheme,4065
locality,Chunabhatti,769
locality,Adharwadi,80
locality,Nehru Nagar Kurla,2460
locality,Kalher Bhiwandi Road,1564
locality,Near Mhada Colony Mulund E,2445
locality,Gorai 1,1144
locality,Military Road,2227
locality,Sector-14 Koparkhairane,3262
locality,4 Bunglows,26
locality,Juinagar,1506
locality,Union Park,3717
locality,Bevarly Park,479
locality,Sector 35I Kharghar,3217
locality,Sector 36 Kharghar,3219
locality,Sector34 A Kharghar,3292
locality,Sector 21 Kharghar,3189
locality,Hiranandani Gardens Powai,1297
locality,Sector9A Vashi,3301
locality,marol maroshi,4095
locality,Vakola,3762
locality,Mira Bhayander E,2233
locality,26 Sector 15 Road,18
locality,Sector 9 Kopar Khairane Road,3250
locality,Sector 16 Vashi,3165
locality,Sector-14 Sanpada,3264
locality,Mumbai Highway,2296
locality,Andheri Kurla Road,189
locality,Mumbai Goa Highway,2295
locality,film city road goregaon east,4043
locality,5th Rd,32
locality,Sector 44 Seawoods,3225
locality,Powai Lake,2746
locality,Madh Marve Road,2008
locality,MHADA Colony 20,1987
locality,dadar,4031
locality,Eastern Express Highway Vikhroli,986
locality,Turbhe,3702
locality,Dharavi,894
locality,Kherwadi,1743
locality,Charkop Gaon,686
locality,Sector 11 Vashi,3150
locality,Sector 9 Vashi,3252
locality,Ghodbunder Road,1109
locality,Charkop,685
locality,Oshiwara,2578
locality,Lodha Heaven,1959
locality,Sector 10 Kamothe,3142
locality,Sector 15 Kharghar,3158
locality,Sector 19 Kharghar,3177
locality,Sector35D Kharghar,3293
locality,Western Express Highway Malad East,3971
locality,Sector4 Airoli,3294
locality,Gokhale Road South,1127
locality,Palghar,2613
locality,Dhokali,900
locality,Basant Garden,420
locality,Evershine Nagar,1019
locality,Maharashtra Nagar,2045
locality,Sector 20 Kharghar,3184
locality,ahimsa marg,4015
locality,Shastri Nagar Lane 2,3363
locality,Chikan Ghar,717
locality,Kalina Shastri Nagar,1570
locality,Amboli,153
locality,Valmik Nagar,3767
locality,Panchamrut Society,2631
locality,New LIC Colony,2499
locality,Kanjur Marg West,1629
locality,Sector14 Sanpada,3282
locality,P And T Colony,2583
locality,Hiranandani Meadows,1298
locality,Majiwada thane,2070
locality,vasant vihar thane west,4134
locality,raheja vihar,4116
locality,Juhu Tara Road,1505
locality,Juhu Koliwada,1502
locality,Vithaldas Nagar,3912
locality,Sector-8A Airoli,3277
locality,Sector 29C,3210
locality,Sector 10A,3144
locality,Insralok Phase 7,1367
locality,Charkop Sector 8,687
locality,Sector-6 Airoli,3272
locality,Sector-7 Kamothe,3273
locality,Sector 9 Airoli,3248
locality,24 Sector Number 3 Road,16
locality,Sector 7,3236
locality,Shraddhanand Road,3410
locality,IIT POWAI,1337
locality,D N Ngr,799
locality,Khemani Industry Area,1741
locality,Airoli Sector 20,98
locality,Kopri Colony,1829
locality,Bhandup Village Road,491
locality,Bhakti Park Wadala East,488
locality,Green World,1176
locality,Pandurang Budhkar Marg,2639
locality,Lallubhai Park Road 2,1938
locality,Sector 14 Vashi,3157
locality,Bhakti Park,487
locality,Mahaveer Nagar,2048
locality,Sector 11 Belapur,3145
locality,27 Sector 15 Road,19
locality,Sector-18 Ulwe,3269
locality,Palm Beach,2622
locality,Sector 5 Ulwe,3231
locality,Sector 21 Ulwe,3192
locality,Tilak Chowk,3659
locality,Sunil Nagar,3542
locality,Bhakti Mandir,486
locality,Mahatma Jyotiba Phule Nagar,2047
locality,Balrajeshwar Road,363
locality,Kolshet Road,1799
locality,Tirandaz,3670
locality,Khandelwal Layout Extension,1726
locality,Raheja Complex Road,2847
locality,Ramgad Nagar,2904
locality,Kadam Wadi,1540
locality,Pokhran 2,2733
locality,Godrej Hill,1124
locality,Joseph Patel Wadi,1495
locality,Dighe,907
locality,Madh,2007
locality,Upper Govind Nagar,3723
locality,Dhokali Naka,901
locality,Vijay Society,3863
locality,Lokpuram,1969
locality,azad nagar,4019
locality,Old MHB Colony Mumbai,2559
locality,yogi nagar,4145
locality,chikuwadi,4028
locality,eksar road,4041
locality,Kastur Park,1677
locality,link road borivali west,4087
locality,Vasant Vihar Complex,3794
locality,Satya Nagar,3127
locality,Babhai,303
locality,Vazira,3810
locality,Sai Baba Nagar,3017
locality,Jay Raj Nagar Road,1455
locality,Devidas Rd,875
locality,IC Colony Ext,1334
locality,Sakinaka Andheri east,3034
locality,New Dindoshi Green Hill Society Mumbai,2492
locality,kopari,4081
locality,Nere,2474
locality,Borivali,595
locality,andheri lokhndwala,4016
locality,Andheri West Sahakar Nagar,192
locality,Majiwada,2069
locality,Shivdham Complex,3405
locality,Shilphata Road Thane,3386
locality,Swastik Park,3559
locality,Ghatla,1101
locality,Katemanivali,1681
locality,Veer Savarkar Nagar,3814
locality,Manjarli,2133
locality,DN Nagar Road,805
locality,New Nagardas Road,2505
locality,Azad ngr Metro station,275
locality,Mahakali Cave Road,2036
locality,Eden Gardens,987
locality,Govandi East,1153
locality,Mumbai Nashik Expressway,2297
locality,Sion Trombay Road,3444
locality,Deonar Village Road,863
locality,Sindhi Society,3432
locality,Gorai,1143
locality,Tolaram Colony,3680
locality,RC Marg,2818
locality,Diva Gaothan,915
locality,VN Purav Marg,3748
locality,Syndicate,3563
locality,Yogidham,4005
locality,Andheri Railway Station East Middle Overpass,190
locality,Kalina,1569
locality,ULWE SECTOR 19,3704
locality,Hendre Pada,1279
locality,Sector 19 Nerul,3178
locality,vile parle,4138
locality,Amarant Road,131
locality,Balkum,357
locality,Manish Nagar,2128
locality,Oshiwara Park Road,2579
locality,Bhawani Nagar,507
locality,Sagarli Gaon,3007
locality,Kanjurmarg East Nehru Nagar,1632
locality,Akshar 2,108
locality,Highland Park,1287
locality,Sector 15 Vashi,3161
locality,wakad,4143
locality,Vile Parle E,3879
locality,Mandvi,2110
locality,Amrut Nagar,163
locality,Vasind,3802
locality,Kon,1807
locality,Sector-16 Koparkhairane,3265
locality,Bhoir Wadi,517
locality,Jogeshwari Vikhroli Link Road,1487
locality,Kondivita Road,1822
locality,Vasai Road east,3787
locality,Navade,2423
locality,Padle Gaon,2594
locality,Sector 21 Nerul,3190
locality,Katrap,1688
locality,Eksar Rd,996
locality,Saki Vihar Complex Road,3032
locality,Mahavir Nagar,2052
locality,Sector19 Koper Khairane,3288
locality,Vazira Naka,3811
locality,Antop Hill,216
locality,Chembur Shell Colony,699
locality,29 Sector 3 Airoli Road,20
locality,TPS Road,3570
locality,poonam nagar,4113
locality,Jambli Galli,1436
locality,CBD Belapur East,632
locality,Devidas Cross Lane,874
locality,Powai Vihar Road,2748
locality,BANDRA RECLEMATION,285
locality,Eksar Village,997
locality,Chandavarkar Road,670
locality,Sahyadri Nagar,3015
locality,Sector-12 Kopar Khairane,3261
locality,New MHB Colony Mumbai,2500
locality,IC Colony Cross Road Number 6,1333
locality,Borivali West New Ashok Nagar,598
locality,malwani malad west,4092
locality,Saibaba Nagar,3019
locality,dhanukarwadi,4033
locality,Gulmohar Cross Road Number 6,1189
locality,Tembhi Naka Dhobi Ali,3605
locality,1 Sector Number 3 Road,0
locality,Powai MHADA Colony,2747
locality,Bhuleshwar,527
locality,Ramayan Nagar,2896
locality,jvlr andheri east,4064
locality,Mulund West Mumbai,2292
locality,Ambivli,150
locality,Rabale Station Road,2831
locality,Malad West Gaikwad Nagar,2078
locality,Curry Road Bridge,794
locality,Linking Road   Santacruz West,1958
locality,Sector 8 Kopar Khairane Road,3245
locality,Taloja Phase 1 Road,3582
locality,Sector 7 Kharghar,3239
locality,Diva,913
locality,Bonshet,587
locality,Khalapur,1723
locality,Bhoomi Park Phase 2 Road,521
locality,BKC Bandra,292
locality,Cusrow Baug Colony,795
locality,Bapgoan,404
locality,Khopoli,1752
locality,Evershine City,1018
locality,Sector12 Kopar Khairane,3280
locality,20 Vashi Kopar Khairane Road,13
locality,Kasheli,1674
locality,Kalyan Shilphata Road,1587
locality,Eranjad,1016
locality,Vadavali Section,3752
locality,Mulund Check Naka,2288
locality,Uran,3725
locality,Asangaon,233
locality,MSES Colony,1994
locality,Sector 8 Charkop,3242
locality,Lallubhai Park Road,1937
locality,Pankti Co operative Housing Society,2644
locality,Teli Galli Cross Road,3602
locality,Vihighar,3859
locality,Samata nagar,3046
locality,Press Bazar,2771
locality,Jacob Circle,1397
locality,Kunchi Kurve Nagar Kalina,1892
locality,Oberoi Splendor,2544
locality,Tejpal Scheme Road Number 3,3598
locality,Saat Rasta,2989
locality,Lal Chowki,1936
locality,Bhangarwadi,493
locality,J B Nagar,1380
locality,Sion Koliwada,3443
locality,Shell Colony Sahakar Nagar,3370
locality,PARSIK NAGAR,2586
locality,Maneklal Estate,2112
locality,Narendra Complex,2406
locality,Kurar Village,1899
locality,Kalher,1563
locality,Mhatre Nagar,2220
locality,dindoshi,4034
locality,Shelwadi,3371
locality,Shahapur,3329
locality,Paranjape Nagar,2650
locality,Chakala,652
locality,Padgha,2592
locality,old panvel,4108
locality,new Panvel navi mumbai,4104
locality,Sector 23 Nerul,3198
locality,Chandrabai Nagar,680
locality,Ashoknagar,238
locality,Kolegaon,1795
locality,Ramabai Ambedkar Nagar,2885
locality,Kharghar Sector 34C,1739
locality,Sector-27 Nerul,3271
locality,Mundhwa,2299
locality,Wakad,3938
locality,Wagholi,3935
locality,Kothrud,1848
locality,Yerawada,3999
locality,Ganj Peth,1072
locality,Pimple Saudagar,2717
locality,Hinjewadi,1293
locality,Dhanori,888
locality,Nigdi,2520
locality,Bopkhel,590
locality,Viman Nagar,3884
locality,Dhayari,896
locality,Chakan,654
locality,Chinchwad,740
locality,Kharadi,1735
locality,Kalyani Nagar,1591
locality,Ravet,2927
locality,Lohegaon,1962
locality,Parvati Darshan,2664
locality,Chikhali,720
locality,Baner,383
locality,Pimple Gurav,2715
locality,Bhosari,522
locality,Undri,3716
locality,Dighi,908
locality,Sus,3554
locality,Hadapsar,1226
locality,Sinhgad Road,3440
locality,Tathawade,3594
locality,Ambegaon 1,142
locality,Karve Nagar,1663
locality,Bavdhan,432
locality,Warje,3950
locality,Kondhwa,1817
locality,Manjari,2130
locality,Daund,840
locality,Manjari Budruk,2131
locality,Wadegaon,3931
locality,New Sangavi,2511
locality,Pimpri,2718
locality,Alandi,115
locality,Gahunje,1051
locality,Wadgaon Sheri,3933
locality,Sopan Baug,3470
locality,Katraj,1686
locality,Pimple Nilakh,2716
locality,Bhawani Peth,509
locality,Siddharth nagar,3424
locality,Thergaon,3630
locality,Talwade,3585
locality,Tingre Nagar,3668
locality,Akurdi,111
locality,Sangamvadi,3061
locality,Pirangut,2720
locality,Kasba Peth,1672
locality,Wanowrie,3946
locality,Aundh,251
locality,Balewadi,347
locality,Handewadi,1240
locality,New Kalyani Nagar,2497
locality,Punawale,2780
locality,Fursungi,1039
locality,Budhwar Peth,616
locality,Dhayari Phata,897
locality,Talegaon Dabhade,3578
locality,Ambegaon Budruk,143
locality,Pashan,2672
